book_id,authors,title,Genres
742,Hugh Howey,"Wool Omnibus (Silo, #1)",SciFi
743,Christopher Moore,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Comedy;Fiction
744,Eckhart Tolle,The Power of Now: A Guide to Spiritual Enlightenment,Self-Help
745,Jenny  Lawson,Let's Pretend This Never Happened: A Mostly True Memoir,Biography;Comedy
746,Scott Lynch,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Fantasy
747,Garth Nix,"Sabriel (Abhorsen,  #1)",Fiction;Fantasy
748,Charlaine Harris,"Dead and Gone (Sookie Stackhouse, #9)",Fantasy;Fiction;Romance
749,Jodi Picoult,The Storyteller,Psychological;History
750,Jennifer L. Armentrout,"Obsidian (Lux, #1)",Fiction
751,Douglas Adams,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",SciFi
752,Sarah J. Maas,"Crown of Midnight (Throne of Glass, #2)",Fiction;Fantasy
753,Bryan Lee O'Malley,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Kids;Fiction
754,Jeannette Walls,Half Broke Horses,History;Fiction
755,Terry Pratchett,"Mort (Death, #1; Discworld, #4)",Fantasy
756,Julie Kagawa,"The Iron King (The Iron Fey, #1)",Fantasy;Fiction
757,Larry McMurtry,Lonesome Dove,Romance;Fiction
758,Mary Roach,Stiff: The Curious Lives of Human Cadavers,History
759,Richelle Mead,"Bloodlines (Bloodlines, #1)",Fantasy;Young-Age
760,Orson Scott Card,"Ender's Shadow (Ender's Shadow, #1)",SciFi
761,Sophie Kinsella,Twenties Girl,Comedy
762,Thomas Keneally,Schindler's List,Biography;Fiction
763,Toni Morrison,The Bluest Eye,Fiction;Biography
764,Philippa Gregory,"The White Queen (The Plantagenet and Tudor Novels, #2)",History;Fiction
765,"Malcolm X, Alex Haley",The Autobiography of Malcolm X,Biography
766,"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",Preludes & Nocturnes (The Sandman #1),Horror;Fantasy;Fiction
767,Laura Hillenbrand,Seabiscuit: An American Legend,Biography
768,Dennis Lehane,Shutter Island,Crime;Horror;Psychological
769,Arthur Conan Doyle,The Complete Sherlock Holmes,Fiction
770,"William Shakespeare, Roma Gill",Julius Caesar,History;Classic
771,Erik Larson,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",History
772,"Plato, Desmond Lee",The Republic,Fiction;Fantasy
773,William Shakespeare,The Taming of the Shrew,Comedy;Classic
774,Marissa Meyer,"Cress (The Lunar Chronicles, #3)",Romance;Young-Age;SciFi
775,Patti Smith,Just Kids,Biography
776,Phaidon Press,The Art Book,Kids
777,Jane Green,Jemima J,Comedy;Fiction;Romance
778,"Victor Hugo, Walter J. Cobb",The Hunchback of Notre-Dame,Romance;Fiction
779,Rohinton Mistry,A Fine Balance,History;Fiction
780,"Bill Watterson, G.B. Trudeau",Calvin and Hobbes,Comedy;Kids
781,Scott Westerfeld,"Specials (Uglies, #3)",SciFi;Young-Age
782,Kate Chopin,The Awakening,Psychological;Romance
783,"P.C. Cast, Kristin Cast","Hunted (House of Night, #5)",Fantasy;Young-Age
784,Mitch Albom,For One More Day,Fiction;Kids
785,Tom Clancy,"Clear and Present Danger (Jack Ryan Universe, #6)",Thriller
786,Shel Silverstein,Falling Up,Poetry;Kids
787,Justin Halpern,Sh*t My Dad Says,Comedy;Biography
788,"Irvine Welsh, Eric Lindor Fall",Trainspotting,Comedy;Fiction
789,Isaac Asimov,Foundation and Empire (Foundation #2),SciFi
790,Miguel Ruiz,The Four Agreements: A Practical Guide to Personal Freedom,Self-Help
791,Jodi Picoult,House Rules,Psychological
792,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",The Complete Grimm's Fairy Tales,Kids
793,E.L. Konigsburg,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,Kids
794,Stephen King,"Doctor Sleep (The Shining, #2)",Horror;Fiction
795,Nick Hornby,About a Boy,Romance;Fiction
796,Samantha Young,"On Dublin Street (On Dublin Street, #1)",Erotic;Fiction;Romance
797,"Francis Chan, Danae Yankoski, Chris Tomlin",Crazy Love: Overwhelmed by a Relentless God,Academic;Drama
798,Dr. Seuss,"One Fish, Two Fish, Red Fish, Blue Fish",Kids
799,Dean Koontz,Watchers,Horror;Fiction
800,Helen Keller,The Story of My Life,Biography
801,Jonathan Tropper,This is Where I Leave You,Psychological
802,Seth Grahame-Smith,Abraham Lincoln: Vampire Hunter,Thriller;Horror;Fantasy
803,"Natsuki Takaya, Alethea Nibley, Athena Nibley","Fruits Basket, Vol. 1",Fantasy;Romance;Young-Age
804,William Shakespeare,The Tempest,Comedy;Romance
805,"P.C. Cast, Kristin Cast","Burned (House of Night, #7)",Young-Age
806,"Stephen King, Dave McKean","Wizard and Glass (The Dark Tower, #4)",Fantasy;SciFi;Horror
807,Dave Eggers,The Circle,SciFi
808,Brian Selznick,The Invention of Hugo Cabret,History;Fiction
809,"Aldous Huxley, Christopher Hitchens",Brave New World / Brave New World Revisited,SciFi
810,Bisco Hatori,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",Romance;Young-Age
811,Mary Kubica,The Good Girl,Psychological;Thriller
812,Abbi Glines,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",Romance;Fiction
813,Rainbow Rowell,Landline,Romance;Fiction
814,"P.C. Cast, Kristin Cast","Tempted (House of Night, #6)",Young-Age;Romance
815,Cormac McCarthy,No Country for Old Men,Thriller
816,Hilary Mantel,"Wolf Hall (Thomas Cromwell, #1)",History;Fiction
817,Diana Wynne Jones,"Howl's Moving Castle (Howl's Moving Castle, #1)",Young-Age;Fantasy
818,"Stephen King, William Olivier Desmond",Dreamcatcher,SciFi
819,Henry David Thoreau,Walden,Biography
820,Kazuo Ishiguro,The Remains of the Day,History
821,Nicholas Sparks,The Best of Me,Romance
822,Julian Barnes,The Sense of an Ending,Psychological
823,Sue Grafton,"A is for Alibi (Kinsey Millhone, #1)",Crime;Thriller
824,"Sophocles, J.E. Thomas","Oedipus Rex  (The Theban Plays, #1)",Drama;Fiction
825,Lisa See,Shanghai Girls (Shanghai Girls #1),History;Fiction
826,"Kenneth Grahame, Gillian Avery",The Wind in the Willows,Kids
827,Jenny Han,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Young-Age
828,"Marjane Satrapi, Mattias Ripa","Persepolis: The Story of a Childhood (Persepolis, #1)",Biography;Comedy
829,E.M. Forster,A Room with a View,Classic
830,Kody Keplinger,The DUFF: Designated Ugly Fat Friend,Young-Age
831,Sarah Dessen,Lock and Key,Young-Age
832,J.D. Robb,"Naked in Death (In Death, #1)",Crime;Romance
833,John Grisham,The Chamber,Thriller;Young-Age;Fiction
834,Stephenie Meyer,"Midnight Sun (Twilight, #1.5)",Young-Age;Fantasy;Romance
835,"Masashi Kishimoto, Katy Bridges","Naruto, Vol. 01: The Tests of the Ninja (Naruto, #1)",Fantasy;Kids;Young-Age
836,Rachel Joyce,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",Comedy;Fiction
837,David Levithan,"Every Day (Every Day, #1)",Fantasy;Young-Age;Romance
838,Orson Scott Card,"Xenocide (Ender's Saga, #3)",SciFi
839,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",The Merchant of Venice,Romance;Comedy
840,James Clavell,"Shōgun (Asian Saga, #1)",History;Fiction
841,J.R. Ward,"Lover Awakened (Black Dagger Brotherhood, #3)",Romance;Fantasy;Fiction
842,Sarah J. Maas,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Fantasy;Fiction
843,E.L. James,"Fifty Shades Trilogy (Fifty Shades, #1-3)",Erotic;Romance
844,"Bill Martin Jr., John Archambault, Lois Ehlert",Chicka Chicka Boom Boom,Kids
845,Raina Telgemeier,Smile,Biography
846,"George Orwell, Christopher Hitchens",Animal Farm / 1984,Comedy;Drama
847,Jacquelyn Mitchard,"The Deep End of the Ocean (Cappadora Family, #1)",Fiction
848,Amy Tan,The Bonesetter's Daughter,Fiction
849,Louise Rennison,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",Young-Age;Comedy
850,Robin Sloan,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Fiction
851,V.C. Andrews,"Flowers in the Attic (Dollanganger, #1)",Drama;Fiction
852,"Paul Kalanithi, Abraham Verghese",When Breath Becomes Air,Biography
853,Jerry Spinelli,Maniac Magee,Young-Age;Kids
854,Chuck Palahniuk,Invisible Monsters,Comedy;Fiction
855,William Shakespeare,Twelfth Night,Comedy;Drama
856,Lois Lowry,"Gathering Blue (The Giver, #2)",Young-Age
857,Ellen Raskin,The Westing Game,Thriller;Fiction
858,Pierce Brown,"Red Rising (Red Rising, #1)",SciFi
859,Brent Weeks,"The Way of Shadows (Night Angel, #1)",Fantasy
860,Barbara Kingsolver,"The Bean Trees (Greer Family, #1)",Comedy;Kids;Fiction
861,Jamie McGuire,"Walking Disaster (Beautiful, #2)",Romance;Fiction
862,Brandon Sanderson,"Words of Radiance (The Stormlight Archive, #2)",Fantasy
863,"Sam McBratney, Anita Jeram",Guess How Much I Love You,Kids;Young-Age
864,Diana Gabaldon,"The Fiery Cross (Outlander, #5)",History;Fiction
865,"Stephen King, John D. MacDonald",Night Shift,Horror
866,Peter Benchley,Jaws,Thriller
867,Nicole Krauss,The History of Love,History;Fiction
868,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",Pippi Longstocking,Kids
869,"Muriel Barbery, Alison Anderson",The Elegance of the Hedgehog,Fiction
870,"Doris Kearns Goodwin, Suzanne Toren",Team of Rivals: The Political Genius of Abraham Lincoln,Biography
871,Charlaine Harris,"Dead in the Family (Sookie Stackhouse, #10)",Fantasy
872,"Albert Camus, Stuart Gilbert",The Plague,Self-Help;Fiction
873,"Lemony Snicket, Brett Helquist","The Reptile Room (A Series of Unfortunate Events, #2)",Comedy;Fiction
874,Susannah Cahalan,Brain on Fire: My Month of Madness,Biography
875,Melissa Marr,"Wicked Lovely (Wicked Lovely, #1)",Young-Age;Fantasy
876,H.A. Rey,Curious George,Kids
877,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",The Neverending Story,Fantasy;Classic
878,Sylvia Nasar,A Beautiful Mind,Biography
879,"Upton Sinclair, Earl Lee, Kathleen DeGrave",The Jungle,Fiction
880,Kelley Armstrong,"The Summoning (Darkest Powers, #1)",Horror;Romance;Fiction
881,Oliver Sacks,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,History
882,Ken Follett,Eye of the Needle,Thriller;Fiction
883,Margaret Atwood,The Blind Assassin,History;Thriller;Fiction
884,Ransom Riggs,"Hollow City (Miss Peregrine’s Peculiar Children, #2)",Young-Age;Horror;Fantasy
885,Andre Dubus III,House of Sand and Fog,Fiction
886,M.R. Carey,The Girl with All the Gifts,Horror;SciFi
887,William Faulkner,As I Lay Dying,Comedy
888,Crockett Johnson,Harold and the Purple Crayon,Kids
889,J.R. Ward,"Lover Eternal (Black Dagger Brotherhood, #2)",Romance;Fantasy;Fiction
890,Isaac Asimov,Second Foundation (Foundation #3),SciFi
891,Jim Butcher,"Fool Moon (The Dresden Files, #2)",SciFi;Fantasy
892,Malcolm Gladwell,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Self-Help
893,"Hiromu Arakawa, Akira Watanabe","Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)",SciFi;Fantasy
894,Terry Pratchett,"Guards! Guards! (Discworld, #8)",Fantasy
895,Joan Didion,The Year of Magical Thinking,Biography
896,Lionel Shriver,We Need to Talk About Kevin,Fiction
897,Arthur C. Clarke,"Rendezvous with Rama (Rama, #1)",SciFi
898,Anne Rice,"The Queen of the Damned (The Vampire Chronicles, #3)",Horror
899,"Edith Wharton, Maureen Howard",The Age of Innocence,Romance;Fiction
900,Richard Dawkins,The Selfish Gene,SciFi
901,Geraldine Brooks,Year of Wonders,History;Fiction
902,Michael Connelly,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",Crime
903,Ayn Rand,Anthem,SciFi
904,Sylvain Reynard,"Gabriel's Inferno (Gabriel's Inferno, #1)",Romance
905,"Judi Barrett, Ron Barrett",Cloudy With a Chance of Meatballs,Fantasy
906,Helen Simonson,Major Pettigrew's Last Stand,Romance;Fiction
907,Nora Roberts,"Vision in White (Bride Quartet, #1)",Romance
908,Jodi Picoult,The Tenth Circle,Drama
909,Rick Riordan,"The Throne of Fire (Kane Chronicles, #2)",Fantasy
910,John Scalzi,"Old Man's War (Old Man's War, #1)",SciFi
911,Stephen King,Gerald's Game,Psychological;Horror;Thriller
912,Janet Evanovich,"Two for the Dough (Stephanie Plum, #2)",Crime
913,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",The Joy of Cooking,Academic;Self-Help
914,Joe Haldeman,"The Forever War (The Forever War, #1)",SciFi
915,"Stephen King, Bettina Blanch Tyroller",Insomnia,Horror;Fantasy
916,Azar Nafisi,Reading Lolita in Tehran,Biography
917,Joe Abercrombie,"The Blade Itself (The First Law, #1)",Crime
918,Eoin Colfer,"The Arctic Incident (Artemis Fowl, #2)",Kids;Fantasy
919,Annie Proulx,The Shipping News,Fiction
920,"Marie Kondō, Cathy Hirano",The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Self-Help
921,"Jennifer Niven, فرانک معنوی",All the Bright Places,Young-Age
922,Kathy Reichs,"Déjà Dead (Temperance Brennan, #1)",Crime
923,Michael Scott,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",Fantasy;Thriller;Fiction
924,Jeffrey Eugenides,The Marriage Plot,Fiction
925,"Isabel Allende, Margaret Sayers Peden",Daughter of Fortune,Romance;History;Fiction
926,Jessica Knoll,Luckiest Girl Alive,Fantasy;Thriller
927,Ellen Hopkins,"Crank (Crank, #1)",Young-Age
928,Maggie Stiefvater,"The Raven Boys (The Raven Cycle, #1)",Young-Age;Fantasy;Fiction
929,Richard Matheson,I Am Legend and Other Stories,SciFi;Horror;Fantasy
930,Elizabeth Strout,Olive Kitteridge,Fiction
931,"Lena Dunham, Joana Avillez","Not That Kind of Girl: A Young Woman Tells You What She's ""Learned""",Biography
932,James C. Collins,Good to Great: Why Some Companies Make the Leap... and Others Don't,Self-Help
933,Kristin Cashore,"Fire (Graceling Realm, #2)",Fantasy
934,Samuel Beckett,Waiting for Godot,Comedy;Drama
935,Jack London,White Fang,Fiction
936,"Stephen King, Bernie Wrightson","Wolves of the Calla (The Dark Tower, #5)",Fantasy;Horror;SciFi
937,Philip Pullman,His Dark Materials (His Dark Materials #1-3),Young-Age;Fantasy
938,J.A. Redmerski,"The Edge of Never (The Edge of Never, #1)",Erotic;Romance;Fiction
939,Kimberly McCreight,Reconstructing Amelia,Psychological;Thriller
940,Jojo Moyes,One Plus One,Romance;Fiction
941,Michael Cunningham,The Hours,Drama;Psychological
942,Alice Clayton,"Wallbanger (Cocktail, #1)",Romance
943,David Sedaris,Holidays on Ice,Academic
944,Stephen King,Desperation,Horror
945,Lauren Kate,"Passion (Fallen, #3)",Young-Age;Fantasy;Romance
946,James Dashner,"The Kill Order (Maze Runner, #0.5)",Young-Age;SciFi
947,Susan Ee,"Angelfall (Penryn & the End of Days, #1)",Young-Age;Romance
948,Richard Russo,Empire Falls,Fiction
949,Robert Jordan,"The Fires of Heaven (Wheel of Time, #5)",Fantasy
950,Jandy Nelson,I'll Give You the Sun,Young-Age
951,Chuck Palahniuk,Survivor,Comedy;Drama
952,Sophie Kinsella,"Shopaholic & Baby (Shopaholic, #5)",Comedy
953,Stephen King,"The Dark Tower (The Dark Tower, #7)",Fantasy;SciFi;Horror
954,Catherine Hardwicke,Twilight Director's Notebook : The Story of How We Made the Movie Based on the Novel by Stephenie Meyer,Biography
955,Sophie Kinsella,"Shopaholic Takes Manhattan (Shopaholic, #2)",Comedy;Romance;Fiction
956,Richard Feynman,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Biography
957,Maggie Stiefvater,"Linger (The Wolves of Mercy Falls, #2)",Fiction
958,L.M. Montgomery,"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",Kids;Fiction
959,"James Joyce, Seamus Deane",A Portrait of the Artist as a Young Man,Fiction
960,"Robert Jordan, Brandon Sanderson","The Gathering Storm (Wheel of Time, #12)",Fantasy
961,"George Eliot, Michel Faber",Middlemarch,Classic;Fiction
962,Colleen Hoover,"Point of Retreat (Slammed, #2)",Romance;Fiction
963,John Grisham,The Partner,Thriller
964,J.R.R. Tolkien,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,Fantasy;Drama;Young-Age
965,S.C. Stephens,"Thoughtless (Thoughtless, #1)",Romance;Fiction
966,Scott Turow,Presumed Innocent,Thriller;Crime
967,Stephen King,The Dark Half,Psychological;Horror
968,Stacy Schiff,Cleopatra: A Life,Biography
969,Thomas L. Friedman,The World Is Flat: A Brief History of the Twenty-first Century,History
970,Brandon Sanderson,"Steelheart (The Reckoners, #1)",SciFi;Fantasy
971,"Marcus Pfister, J. Alison James",The Rainbow Fish,Kids
972,Jules Verne,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",SciFi
973,Gretchen Rubin,"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun",Self-Help;Biography
974,Philip K. Dick,The Man in the High Castle,History;Fantasy;Fiction
975,"Vincent Bugliosi, Curt Gentry",Helter Skelter: The True Story of the Manson Murders,Crime
976,"Robert Kapilow, Dr. Seuss","Dr. Seuss's Green Eggs and Ham: For Soprano, Boy Soprano, and Orchestra",Kids
977,"Dante Alighieri, Anthony M. Esolen",Inferno (The Divine Comedy #1),Thriller;Fiction
978,Deborah Harkness,"Shadow of Night (All Souls Trilogy, #2)",Fantasy;Romance
979,Jodi Picoult,Leaving Time,Thriller;Fiction
980,Patricia Briggs,"Moon Called (Mercy Thompson, #1)",Fantasy;Fiction
981,Melissa de la Cruz,"Blue Bloods (Blue Bloods, #1)",Fantasy
982,Caleb Carr,"The Alienist (Dr. Laszlo Kreizler, #1)",Crime;History
983,Ta-Nehisi Coates,Between the World and Me,Biography
984,"John Milton, John      Leonard",Paradise Lost,Poetry
985,Michael   Lewis,The Big Short: Inside the Doomsday Machine,Academic
986,Stephen King,The Girl Who Loved Tom Gordon,Horror
987,"Patrick Ness, Jim Kay, Siobhan Dowd",A Monster Calls,Kids;Fantasy
988,"Robert Jordan, Brandon Sanderson","Towers of Midnight (Wheel of Time, #13)",Fantasy
989,Frederick Forsyth,The Day of the Jackal,Thriller;Fiction;History;Fiction
990,"Jason Fried, David Heinemeier Hansson",Rework,Self-Help
991,Rainbow Rowell,Attachments,Romance;Fiction
992,"Stephenie Meyer, Ilyana Kadushin, Matt Walters","The Twilight Saga (Twilight, #1-4)",Fantasy;Young-Age;Romance
993,Carol Rifka Brunt,Tell the Wolves I'm Home,Romance;Fiction
994,James Herriot,"All Creatures Great and Small (All Creatures Great and Small, #1-2)",Biography;Fiction
995,Michelle Hodkin,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Fiction
996,Janet Evanovich,"Three to Get Deadly (Stephanie Plum, #3)",Crime
997,Emmuska Orczy,The Scarlet Pimpernel,History;Fiction
998,"Jon Stone, Michael J. Smollin",The Monster at the End of this Book,Fiction;Kids
999,Judy Blume,"Tales of a Fourth Grade Nothing (Fudge, #1)",Kids
